ISO3,Year,Urban_Population_Percent
SWZ,2045,11.139
SWZ,2045,14.629
SWZ,2045,1.5
SWZ,2045,5.104
SWZ,2045,8.671
SWZ,2045,100.0
SWZ,2046,7.377
SWZ,2046,51.433
SWZ,2046,11.019
SWZ,2046,14.817
SWZ,2046,1.533
SWZ,2046,4.42
SWZ,2046,9.401
SWZ,2046,100.0
SWZ,2047,7.382
SWZ,2047,51.283
SWZ,2047,10.9
SWZ,2047,15.004
SWZ,2047,1.565
SWZ,2047,3.741
SWZ,2047,10.124
SWZ,2047,100.0
SWZ,2048,7.387
SWZ,2048,51.134
SWZ,2048,10.783
SWZ,2048,15.189
SWZ,2048,1.597
SWZ,2048,3.069
SWZ,2048,10.841
SWZ,2048,100.0
SWZ,2049,7.392
SWZ,2049,50.987
SWZ,2049,10.666
SWZ,2049,15.373
SWZ,2049,1.629
SWZ,2049,2.402
SWZ,2049,11.551
SWZ,2049,100.0
SWZ,2050,7.397
SWZ,2050,50.841
SWZ,2050,10.551
SWZ,2050,15.555
SWZ,2050,1.661
SWZ,2050,1.742
SWZ,2050,12.255
SWZ,2050,100.0
SXM,1950,6.833
SXM,1950,29.896
SXM,1950,63.271
SXM,1950,0.0
SXM,1950,100.0
SXM,1951,6.583
SXM,1951,29.702
SXM,1951,63.715
SXM,1951,0.0
SXM,1951,100.0
SXM,1952,6.363
SXM,1952,29.531
SXM,1952,64.106
SXM,1952,0.0
SXM,1952,100.0
SXM,1953,6.168
SXM,1953,29.379
SXM,1953,64.453
SXM,1953,0.0
SXM,1953,100.0
SXM,1954,5.995
SXM,1954,29.244
SXM,1954,64.762
SXM,1954,0.0
SXM,1954,100.0
SXM,1955,5.839
SXM,1955,29.122
SXM,1955,65.039
SXM,1955,0.0
SXM,1955,100.0
SXM,1956,5.603
SXM,1956,28.875
SXM,1956,65.521
SXM,1956,0.0
SXM,1956,100.0
SXM,1957,5.4
SXM,1957,28.662
SXM,1957,65.938
SXM,1957,0.0
SXM,1957,100.0
SXM,1958,5.222
SXM,1958,28.476
SXM,1958,66.302
SXM,1958,0.0
SXM,1958,100.0
SXM,1959,5.066
SXM,1959,28.312
SXM,1959,66.622
SXM,1959,0.0
SXM,1959,100.0
SXM,1960,4.928
SXM,1960,28.167
SXM,1960,66.906
SXM,1960,0.0
SXM,1960,100.0
SXM,1961,4.644
SXM,1961,27.681
SXM,1961,67.675
SXM,1961,0.0
SXM,1961,100.0
SXM,1962,4.413
SXM,1962,27.286
SXM,1962,68.3
SXM,1962,0.0
SXM,1962,100.0
SXM,1963,4.222
SXM,1963,26.96
SXM,1963,68.818
SXM,1963,0.0
SXM,1963,100.0
SXM,1964,4.062
SXM,1964,26.684
SXM,1964,69.254
SXM,1964,0.0
SXM,1964,100.0
SXM,1965,3.924
SXM,1965,26.449
SXM,1965,69.627
SXM,1965,0.0
SXM,1965,100.0
SXM,1966,3.719
SXM,1966,26.043
SXM,1966,70.239
SXM,1966,0.0
SXM,1966,100.0
SXM,1967,3.547
SXM,1967,25.704
SXM,1967,70.749
SXM,1967,0.0
SXM,1967,100.0
SXM,1968,3.402
SXM,1968,25.417
SXM,1968,71.181
SXM,1968,0.0
SXM,1968,100.0
SXM,1969,3.277
SXM,1969,25.171
SXM,1969,71.552
SXM,1969,0.0
SXM,1969,100.0
SXM,1970,3.169
SXM,1970,24.957
SXM,1970,71.874
SXM,1970,0.0
SXM,1970,100.0
SXM,1971,3.025
SXM,1971,24.652
SXM,1971,72.322
SXM,1971,0.0
SXM,1971,100.0
SXM,1972,2.902
SXM,1972,24.391
SXM,1972,72.707
SXM,1972,0.0
SXM,1972,100.0
SXM,1973,2.795
SXM,1973,24.164
SXM,1973,73.04
SXM,1973,0.0
SXM,1973,100.0
SXM,1974,2.702
SXM,1974,23.966
SXM,1974,73.332
SXM,1974,0.0
SXM,1974,100.0
SXM,1975,2.619
SXM,1975,23.792
SXM,1975,73.589
SXM,1975,0.0
SXM,1975,100.0
SXM,1976,2.269
SXM,1976,21.085
SXM,1976,62.236
SXM,1976,14.409
SXM,1976,0.0
SXM,1976,100.0
SXM,1977,1.964
SXM,1977,18.723
SXM,1977,52.328
SXM,1977,26.984
SXM,1977,0.0
SXM,1977,100.0
SXM,1978,1.696
SXM,1978,16.643
SXM,1978,43.607
SXM,1978,38.054
SXM,1978,0.0
SXM,1978,100.0
SXM,1979,1.457
SXM,1979,14.799
SXM,1979,35.87
SXM,1979,47.874
SXM,1979,0.0
SXM,1979,100.0
SXM,1980,1.244
SXM,1980,13.151
SXM,1980,28.96
SXM,1980,56.644
SXM,1980,0.0
SXM,1980,100.0
SXM,1981,1.017
SXM,1981,11.994
SXM,1981,20.855
SXM,1981,52.505
SXM,1981,13.629
SXM,1981,0.0
SXM,1981,100.0
SXM,1982,0.831
SXM,1982,11.046
SXM,1982,14.222
SXM,1982,49.117
SXM,1982,24.784
SXM,1982,0.0
SXM,1982,100.0
SXM,1983,0.676
SXM,1983,10.256
SXM,1983,8.692
SXM,1983,46.293
SXM,1983,34.082
SXM,1983,0.0
SXM,1983,100.0
SXM,1984,0.545
SXM,1984,9.588
SXM,1984,4.012
SXM,1984,43.903
SXM,1984,41.952
SXM,1984,0.0
SXM,1984,100.0
SXM,1985,0.433
SXM,1985,9.015
SXM,1985,0.0
SXM,1985,41.853
SXM,1985,48.699
SXM,1985,100.0
SXM,1986,0.389
SXM,1986,8.293
SXM,1986,0.0
SXM,1986,50.255
SXM,1986,35.712
SXM,1986,5.351
SXM,1986,100.0
SXM,1987,0.352
SXM,1987,7.682
SXM,1987,0.0
SXM,1987,57.363
SXM,1987,24.724
SXM,1987,9.879
SXM,1987,100.0
SXM,1988,0.32
SXM,1988,7.158
SXM,1988,0.0
SXM,1988,63.456
SXM,1988,15.305
SXM,1988,13.76
SXM,1988,100.0
SXM,1989,0.292
SXM,1989,6.705
SXM,1989,0.0
SXM,1989,68.737
SXM,1989,7.142
SXM,1989,17.124
SXM,1989,100.0
SXM,1990,0.268
SXM,1990,6.308
SXM,1990,0.0
SXM,1990,73.357
SXM,1990,20.067
SXM,1990,100.0
SXM,1991,0.274
SXM,1991,6.289
SXM,1991,0.0
SXM,1991,73.34
SXM,1991,20.098
SXM,1991,100.0
SXM,1992,0.279
SXM,1992,6.27
SXM,1992,0.0
SXM,1992,73.324
SXM,1992,20.127
SXM,1992,100.0
SXM,1993,0.284
SXM,1993,6.253
SXM,1993,0.0
SXM,1993,73.309
SXM,1993,20.154
SXM,1993,100.0
SXM,1994,0.289
SXM,1994,6.236
SXM,1994,0.0
SXM,1994,73.295
SXM,1994,20.18
SXM,1994,100.0
SXM,1995,0.293
SXM,1995,6.22
SXM,1995,0.0
SXM,1995,73.281
SXM,1995,20.205
SXM,1995,100.0
SXM,1996,0.292
SXM,1996,6.251
SXM,1996,0.0
SXM,1996,73.246
SXM,1996,20.211
SXM,1996,100.0
SXM,1997,0.291
SXM,1997,6.283
SXM,1997,0.0
SXM,1997,73.21
SXM,1997,20.217
SXM,1997,100.0
SXM,1998,0.289
SXM,1998,6.314
SXM,1998,0.0
SXM,1998,73.174
SXM,1998,20.223
SXM,1998,100.0
SXM,1999,0.288
SXM,1999,6.347
SXM,1999,0.0
SXM,1999,73.137
SXM,1999,20.229
SXM,1999,100.0
SXM,2000,0.286
SXM,2000,6.379
SXM,2000,0.0
SXM,2000,73.099
SXM,2000,20.235
SXM,2000,100.0
SXM,2001,0.267
SXM,2001,6.239
SXM,2001,0.0
SXM,2001,73.289
SXM,2001,20.205
SXM,2001,100.0
SXM,2002,0.247
SXM,2002,6.102
SXM,2002,0.0
SXM,2002,73.476
SXM,2002,20.175
SXM,2002,100.0
SXM,2003,0.228
SXM,2003,5.966
SXM,2003,0.0
SXM,2003,73.66
SXM,2003,20.145
SXM,2003,100.0
SXM,2004,0.21
SXM,2004,5.833
SXM,2004,0.0
SXM,2004,73.841
SXM,2004,20.116
SXM,2004,100.0
SXM,2005,0.191
SXM,2005,5.702
SXM,2005,0.0
SXM,2005,74.019
SXM,2005,20.088
SXM,2005,100.0
SXM,2006,0.198
SXM,2006,5.546
SXM,2006,0.0
SXM,2006,69.719
SXM,2006,24.537
SXM,2006,100.0
SXM,2007,0.204
SXM,2007,5.392
SXM,2007,0.0
SXM,2007,65.511
SXM,2007,28.892
SXM,2007,100.0
SXM,2008,0.21
SXM,2008,5.242
SXM,2008,0.0
SXM,2008,61.391
SXM,2008,33.156
SXM,2008,100.0
SXM,2009,0.216
SXM,2009,5.095
SXM,2009,0.0
SXM,2009,57.357
SXM,2009,37.331
SXM,2009,100.0
SXM,2010,0.222
SXM,2010,4.952
SXM,2010,0.0
SXM,2010,53.406
SXM,2010,41.42
SXM,2010,100.0
SXM,2011,0.215
SXM,2011,4.868
SXM,2011,0.0
SXM,2011,49.394
SXM,2011,45.523
SXM,2011,100.0
SXM,2012,0.209
SXM,2012,4.787
SXM,2012,0.0
SXM,2012,45.549
SXM,2012,49.455
SXM,2012,100.0
SXM,2013,0.202
SXM,2013,4.71
SXM,2013,0.0
SXM,2013,41.861
SXM,2013,53.227
SXM,2013,100.0
SXM,2014,0.196
SXM,2014,4.636
SXM,2014,0.0
SXM,2014,38.321
SXM,2014,56.847
SXM,2014,100.0
SXM,2015,0.19
SXM,2015,4.565
SXM,2015,0.0
SXM,2015,34.919
SXM,2015,60.326
SXM,2015,100.0
SXM,2016,0.163
SXM,2016,4.256
SXM,2016,0.0
SXM,2016,34.287
SXM,2016,61.295
SXM,2016,100.0
SXM,2017,0.136
SXM,2017,3.958
SXM,2017,0.0
SXM,2017,33.677
SXM,2017,62.228
SXM,2017,100.0
SXM,2018,0.111
SXM,2018,3.671
SXM,2018,0.0
SXM,2018,33.09
SXM,2018,63.129
SXM,2018,100.0
SXM,2019,0.086
SXM,2019,3.393
SXM,2019,0.0
SXM,2019,32.523
SXM,2019,63.998
SXM,2019,100.0
SXM,2020,0.063
SXM,2020,3.126
SXM,2020,0.0
SXM,2020,31.975
SXM,2020,64.836
SXM,2020,100.0
SXM,2021,0.064
SXM,2021,3.034
SXM,2021,0.0
SXM,2021,31.745
SXM,2021,65.156
SXM,2021,100.0
SXM,2022,0.066
SXM,2022,2.945
SXM,2022,0.0
SXM,2022,31.522
SXM,2022,65.467
SXM,2022,100.0
SXM,2023,0.067
SXM,2023,2.859
SXM,2023,0.0
SXM,2023,31.304
SXM,2023,65.77
SXM,2023,100.0
SXM,2024,0.068
SXM,2024,2.775
SXM,2024,0.0
SXM,2024,31.092
SXM,2024,66.065
SXM,2024,100.0
SXM,2025,0.069
SXM,2025,2.693
SXM,2025,0.0
SXM,2025,30.886
SXM,2025,66.351
SXM,2025,100.0
SXM,2026,0.068
SXM,2026,2.633
SXM,2026,0.0
SXM,2026,30.772
SXM,2026,66.526
SXM,2026,100.0
SXM,2027,0.067
SXM,2027,2.575
SXM,2027,0.0
SXM,2027,30.66
SXM,2027,66.698
SXM,2027,100.0
SXM,2028,0.066
SXM,2028,2.517
SXM,2028,0.0
SXM,2028,30.55
SXM,2028,66.866
SXM,2028,100.0
SXM,2029,0.065
SXM,2029,2.461
SXM,2029,0.0
SXM,2029,30.443
SXM,2029,67.03
SXM,2029,100.0
SXM,2030,0.064
SXM,2030,2.406
SXM,2030,0.0
SXM,2030,30.338
SXM,2030,67.191
SXM,2030,100.0
SXM,2031,0.065
SXM,2031,2.423
SXM,2031,0.0
SXM,2031,30.392
SXM,2031,67.121
SXM,2031,100.0
SXM,2032,0.065
SXM,2032,2.438
SXM,2032,0.0
SXM,2032,30.445
SXM,2032,67.052
SXM,2032,100.0
SXM,2033,0.066
SXM,2033,2.454
SXM,2033,0.0
SXM,2033,30.496
SXM,2033,66.984
SXM,2033,100.0
SXM,2034,0.066
SXM,2034,2.47
SXM,2034,0.0
SXM,2034,30.547
SXM,2034,66.917
SXM,2034,100.0
SXM,2035,0.066
SXM,2035,2.485
SXM,2035,0.0
SXM,2035,30.598
SXM,2035,66.851
SXM,2035,100.0
SXM,2036,0.067
SXM,2036,2.267
SXM,2036,0.0
SXM,2036,30.969
SXM,2036,66.698
SXM,2036,100.0
SXM,2037,0.067
SXM,2037,2.051
SXM,2037,0.0
SXM,2037,31.336
SXM,2037,66.546
SXM,2037,100.0
SXM,2038,0.067
SXM,2038,1.838
SXM,2038,0.0
SXM,2038,31.698
SXM,2038,66.397
SXM,2038,100.0
SXM,2039,0.068
SXM,2039,1.628
SXM,2039,0.0
SXM,2039,32.056
SXM,2039,66.249
SXM,2039,100.0
SXM,2040,0.068
SXM,2040,1.42
SXM,2040,0.0
SXM,2040,32.409
SXM,2040,66.103
SXM,2040,100.0
SXM,2041,0.068
SXM,2041,1.422
SXM,2041,0.0
SXM,2041,32.479
SXM,2041,66.032
SXM,2041,100.0
SXM,2042,0.068
SXM,2042,1.423
SXM,2042,0.0
SXM,2042,32.548
SXM,2042,65.961
SXM,2042,100.0
SXM,2043,0.068
SXM,2043,1.425
SXM,2043,0.0
SXM,2043,32.617
SXM,2043,65.891
SXM,2043,100.0
SXM,2044,0.067
SXM,2044,1.426
SXM,2044,0.0
SXM,2044,32.685
SXM,2044,65.822
SXM,2044,100.0
SXM,2045,0.067
SXM,2045,1.428
SXM,2045,0.0
SXM,2045,32.752
SXM,2045,65.753
SXM,2045,100.0
SXM,2046,0.067
SXM,2046,1.429
SXM,2046,0.0
SXM,2046,32.82
SXM,2046,65.684
SXM,2046,100.0
SXM,2047,0.067
SXM,2047,1.43
SXM,2047,0.0
SXM,2047,32.887
SXM,2047,65.616
SXM,2047,100.0
SXM,2048,0.067
SXM,2048,1.432
SXM,2048,0.0
SXM,2048,32.954
SXM,2048,65.548
SXM,2048,100.0
SXM,2049,0.067
SXM,2049,1.433
SXM,2049,0.0
SXM,2049,33.02
SXM,2049,65.48
SXM,2049,100.0
SXM,2050,0.066
SXM,2050,1.435
SXM,2050,0.0
SXM,2050,33.087
SXM,2050,65.412
SXM,2050,100.0
SYC,1950,3.085
SYC,1950,28.497
SYC,1950,3.044
SYC,1950,42.163
SYC,1950,0.0
SYC,1950,23.211
SYC,1950,100.0
SYC,1951,3.055
SYC,1951,28.403
SYC,1951,3.089
SYC,1951,42.362
SYC,1951,0.0
SYC,1951,23.092
SYC,1951,100.0
SYC,1952,3.025
SYC,1952,28.311
SYC,1952,3.133
SYC,1952,42.557
SYC,1952,0.0
SYC,1952,22.974
SYC,1952,100.0
SYC,1953,2.995
SYC,1953,28.22
SYC,1953,3.177
SYC,1953,42.748
SYC,1953,0.0
SYC,1953,22.86
SYC,1953,100.0
SYC,1954,2.966
SYC,1954,28.132
SYC,1954,3.22
SYC,1954,42.936
SYC,1954,0.0
SYC,1954,22.747
SYC,1954,100.0
SYC,1955,2.938
SYC,1955,28.045
SYC,1955,3.262
SYC,1955,43.12
SYC,1955,0.0
SYC,1955,22.636
SYC,1955,100.0
SYC,1956,2.895
SYC,1956,27.855
SYC,1956,3.305
SYC,1956,43.375
SYC,1956,0.0
SYC,1956,22.571
SYC,1956,100.0
SYC,1957,2.854
SYC,1957,27.671
SYC,1957,3.346
SYC,1957,43.622
SYC,1957,0.0
SYC,1957,22.507
SYC,1957,100.0
SYC,1958,2.814
SYC,1958,27.492
SYC,1958,3.387
SYC,1958,43.862
SYC,1958,0.0
SYC,1958,22.446
SYC,1958,100.0
SYC,1959,2.775
SYC,1959,27.319
SYC,1959,3.426
SYC,1959,44.094
SYC,1959,0.0
SYC,1959,22.386
SYC,1959,100.0
SYC,1960,2.737
SYC,1960,27.15
SYC,1960,3.464
SYC,1960,44.32
SYC,1960,0.0
SYC,1960,22.328
SYC,1960,100.0
SYC,1961,2.678
SYC,1961,26.819
SYC,1961,3.5
SYC,1961,44.659
SYC,1961,0.0
SYC,1961,22.344
SYC,1961,100.0
SYC,1962,2.622
SYC,1962,26.502
SYC,1962,3.534
SYC,1962,44.982
SYC,1962,0.0
SYC,1962,22.36
SYC,1962,100.0
SYC,1963,2.568
SYC,1963,26.199
SYC,1963,3.567
SYC,1963,45.292
SYC,1963,0.0
SYC,1963,22.374
SYC,1963,100.0
SYC,1964,2.517
SYC,1964,25.908
SYC,1964,3.599
SYC,1964,45.588
SYC,1964,0.0
SYC,1964,22.388
SYC,1964,100.0
SYC,1965,2.467
SYC,1965,25.63
SYC,1965,3.629
SYC,1965,45.872
SYC,1965,0.0
SYC,1965,22.402
SYC,1965,100.0
SYC,1966,2.409
SYC,1966,25.267
SYC,1966,3.662
SYC,1966,46.212
SYC,1966,0.0
SYC,1966,22.449
SYC,1966,100.0
SYC,1967,2.354
SYC,1967,24.921
SYC,1967,3.694
SYC,1967,46.536
SYC,1967,0.0
SYC,1967,22.494
SYC,1967,100.0
SYC,1968,2.302
SYC,1968,24.591
SYC,1968,3.725
SYC,1968,46.846
SYC,1968,0.0
SYC,1968,22.537
SYC,1968,100.0
SYC,1969,2.251
SYC,1969,24.276
SYC,1969,3.754
SYC,1969,47.141
SYC,1969,0.0
SYC,1969,22.577
SYC,1969,100.0
SYC,1970,2.203
SYC,1970,23.975
SYC,1970,3.782
SYC,1970,47.424
SYC,1970,0.0
SYC,1970,22.617
SYC,1970,100.0
SYC,1971,2.151
SYC,1971,23.616
SYC,1971,3.815
SYC,1971,46.812
SYC,1971,0.923
SYC,1971,22.683
SYC,1971,0.0
SYC,1971,100.0
SYC,1972,2.101
SYC,1972,23.275
SYC,1972,3.847
SYC,1972,46.23
SYC,1972,1.802
SYC,1972,22.745
SYC,1972,0.0
SYC,1972,100.0
SYC,1973,2.054
SYC,1973,22.95
SYC,1973,3.877
SYC,1973,45.676
SYC,1973,2.638
SYC,1973,22.805
SYC,1973,0.0
SYC,1973,100.0
SYC,1974,2.008
SYC,1974,22.641
SYC,1974,3.906
SYC,1974,45.147
SYC,1974,3.435
SYC,1974,22.862
SYC,1974,0.0
SYC,1974,100.0
SYC,1975,1.965
SYC,1975,22.345
SYC,1975,3.934
SYC,1975,44.643
SYC,1975,4.197
SYC,1975,22.917
SYC,1975,0.0
SYC,1975,100.0
SYC,1976,1.883
SYC,1976,21.768
SYC,1976,4.123
SYC,1976,44.504
SYC,1976,4.494
SYC,1976,23.228
SYC,1976,0.0
SYC,1976,100.0
SYC,1977,1.804
SYC,1977,21.208
SYC,1977,4.307
SYC,1977,44.369
SYC,1977,4.781
SYC,1977,23.53
SYC,1977,0.0
SYC,1977,100.0
SYC,1978,1.728
SYC,1978,20.667
SYC,1978,4.485
SYC,1978,44.238
SYC,1978,5.06
SYC,1978,23.822
SYC,1978,0.0
SYC,1978,100.0
SYC,1979,1.654
SYC,1979,20.142
SYC,1979,4.658
SYC,1979,44.112
SYC,1979,5.33
SYC,1979,24.105
SYC,1979,0.0
SYC,1979,100.0
SYC,1980,1.582
SYC,1980,19.633
SYC,1980,4.825
SYC,1980,43.989
SYC,1980,5.592
SYC,1980,24.38
SYC,1980,0.0
SYC,1980,100.0
SYC,1981,1.554
SYC,1981,19.523
SYC,1981,4.945
SYC,1981,44.068
SYC,1981,5.624
SYC,1981,24.287
SYC,1981,0.0
SYC,1981,100.0
SYC,1982,1.526
SYC,1982,19.414
SYC,1982,5.062
SYC,1982,44.145
SYC,1982,5.657
SYC,1982,24.196
SYC,1982,0.0
SYC,1982,100.0
SYC,1983,1.5
SYC,1983,19.308
SYC,1983,5.177
SYC,1983,44.221
SYC,1983,5.688
SYC,1983,24.107
SYC,1983,0.0
SYC,1983,100.0
SYC,1984,1.474
SYC,1984,19.205
SYC,1984,5.289
SYC,1984,44.295
SYC,1984,5.719
SYC,1984,24.019
SYC,1984,0.0
SYC,1984,100.0
SYC,1985,1.448
SYC,1985,19.103
SYC,1985,5.399
SYC,1985,44.367
SYC,1985,5.749
SYC,1985,23.934
SYC,1985,0.0
SYC,1985,100.0
SYC,1986,1.428
SYC,1986,18.986
SYC,1986,5.596
SYC,1986,44.475
SYC,1986,5.758
SYC,1986,23.757
SYC,1986,0.0
SYC,1986,100.0
SYC,1987,1.409
SYC,1987,18.872
SYC,1987,5.788
SYC,1987,44.58
SYC,1987,5.766
SYC,1987,23.585
SYC,1987,0.0
SYC,1987,100.0
SYC,1988,1.391
SYC,1988,18.76
SYC,1988,5.976
SYC,1988,44.683
SYC,1988,5.774
SYC,1988,23.416
SYC,1988,0.0
SYC,1988,100.0
SYC,1989,1.372
SYC,1989,18.651
SYC,1989,6.159
SYC,1989,44.784
SYC,1989,5.783
SYC,1989,23.251
SYC,1989,0.0
SYC,1989,100.0
SYC,1990,1.354
SYC,1990,18.545
SYC,1990,6.338
SYC,1990,44.882
SYC,1990,5.791
SYC,1990,23.09
SYC,1990,0.0
SYC,1990,100.0
SYC,1991,1.36
SYC,1991,18.237
SYC,1991,6.813
SYC,1991,44.86
SYC,1991,5.809
SYC,1991,22.921
SYC,1991,0.0
SYC,1991,100.0
SYC,1992,1.366
SYC,1992,17.937
SYC,1992,7.277
SYC,1992,44.839
SYC,1992,5.827
SYC,1992,22.754
SYC,1992,0.0
SYC,1992,100.0
SYC,1993,1.372
SYC,1993,17.642
SYC,1993,7.732
SYC,1993,44.818
SYC,1993,5.844
SYC,1993,22.592
SYC,1993,0.0
SYC,1993,100.0
SYC,1994,1.378
SYC,1994,17.354
SYC,1994,8.177
SYC,1994,44.797
SYC,1994,5.861
SYC,1994,22.433
SYC,1994,0.0
SYC,1994,100.0
SYC,1995,1.384
SYC,1995,17.073
SYC,1995,8.612
SYC,1995,44.777
SYC,1995,5.878
SYC,1995,22.277
SYC,1995,0.0
SYC,1995,100.0
SYC,1996,1.355
SYC,1996,16.572
SYC,1996,8.955
SYC,1996,45.032
SYC,1996,6.11
SYC,1996,21.975
SYC,1996,0.0
SYC,1996,100.0
SYC,1997,1.328
SYC,1997,16.085
SYC,1997,9.29
SYC,1997,45.281
SYC,1997,6.336
SYC,1997,21.681
SYC,1997,0.0
SYC,1997,100.0
SYC,1998,1.301
SYC,1998,15.61
SYC,1998,9.615
SYC,1998,45.523
SYC,1998,6.556
SYC,1998,21.395
SYC,1998,0.0
SYC,1998,100.0
SYC,1999,1.275
SYC,1999,15.147
SYC,1999,9.933
SYC,1999,45.759
SYC,1999,6.771
SYC,1999,21.115
SYC,1999,0.0
SYC,1999,100.0
SYC,2000,1.249
SYC,2000,14.696
SYC,2000,10.243
SYC,2000,45.989
SYC,2000,6.98
SYC,2000,20.843
SYC,2000,0.0
SYC,2000,100.0
SYC,2001,1.225
SYC,2001,14.185
SYC,2001,10.825
SYC,2001,46.259
SYC,2001,5.506
SYC,2001,22.001
SYC,2001,0.0
SYC,2001,100.0
SYC,2002,1.201
SYC,2002,13.689
SYC,2002,11.391
SYC,2002,46.521
SYC,2002,4.072
SYC,2002,23.127
SYC,2002,0.0
SYC,2002,100.0
SYC,2003,1.177
SYC,2003,13.206
SYC,2003,11.941
SYC,2003,46.776
SYC,2003,2.678
SYC,2003,24.221
SYC,2003,0.0
SYC,2003,100.0
SYC,2004,1.155
SYC,2004,12.736
SYC,2004,12.477
SYC,2004,47.025
SYC,2004,1.321
SYC,2004,25.287
SYC,2004,0.0
SYC,2004,100.0
SYC,2005,1.133
SYC,2005,12.279
SYC,2005,12.998
SYC,2005,47.267
SYC,2005,0.0
SYC,2005,26.324
SYC,2005,100.0
SYC,2006,1.115
SYC,2006,11.977
SYC,2006,13.429
SYC,2006,47.253
SYC,2006,0.0
SYC,2006,26.227
SYC,2006,100.0
SYC,2007,1.097
SYC,2007,11.682
SYC,2007,13.848
SYC,2007,47.239
SYC,2007,0.0
SYC,2007,26.134
SYC,2007,100.0
SYC,2008,1.08
SYC,2008,11.394
SYC,2008,14.258
SYC,2008,47.226
SYC,2008,0.0
SYC,2008,26.042
SYC,2008,100.0
SYC,2009,1.064
SYC,2009,11.113
SYC,2009,14.657
SYC,2009,47.213
SYC,2009,0.0
SYC,2009,25.953
SYC,2009,100.0
SYC,2010,1.048
SYC,2010,10.839
SYC,2010,15.047
SYC,2010,47.201
SYC,2010,0.0
SYC,2010,25.866
SYC,2010,100.0
SYC,2011,0.995
SYC,2011,10.701
SYC,2011,14.238
SYC,2011,45.875
SYC,2011,1.076
SYC,2011,27.115
SYC,2011,0.0
SYC,2011,100.0
SYC,2012,0.944
SYC,2012,10.57
SYC,2012,13.469
SYC,2012,44.614
SYC,2012,2.1
SYC,2012,28.303
SYC,2012,0.0
SYC,2012,100.0
SYC,2013,0.896
SYC,2013,10.446
SYC,2013,12.736
SYC,2013,43.414
SYC,2013,3.074
SYC,2013,29.433
SYC,2013,0.0
SYC,2013,100.0
SYC,2014,0.85
SYC,2014,10.327
SYC,2014,12.038
SYC,2014,42.27
SYC,2014,4.003
SYC,2014,30.511
SYC,2014,0.0
SYC,2014,100.0
SYC,2015,0.807
SYC,2015,10.214
SYC,2015,11.372
SYC,2015,41.178
SYC,2015,4.89
SYC,2015,31.54
SYC,2015,0.0
SYC,2015,100.0
SYC,2016,0.787
SYC,2016,9.971
SYC,2016,11.398
SYC,2016,39.286
SYC,2016,5.277
SYC,2016,33.28
SYC,2016,0.0
SYC,2016,100.0
SYC,2017,0.768
SYC,2017,9.739
SYC,2017,11.424
SYC,2017,37.482
SYC,2017,5.647
SYC,2017,34.94
SYC,2017,0.0
SYC,2017,100.0
SYC,2018,0.75
SYC,2018,9.519
SYC,2018,11.448
SYC,2018,35.76
SYC,2018,5.999
SYC,2018,36.524
SYC,2018,0.0
SYC,2018,100.0
SYC,2019,0.733
SYC,2019,9.307
SYC,2019,11.471
SYC,2019,34.114
SYC,2019,6.336
SYC,2019,38.038
SYC,2019,0.0
SYC,2019,100.0
SYC,2020,0.717
SYC,2020,9.105
SYC,2020,11.493
SYC,2020,32.54
SYC,2020,6.659
SYC,2020,39.486
SYC,2020,0.0
SYC,2020,100.0
SYC,2021,0.734
SYC,2021,8.728
SYC,2021,11.544
SYC,2021,31.144
SYC,2021,6.836
SYC,2021,41.014
SYC,2021,0.0
SYC,2021,100.0
SYC,2022,0.751
SYC,2022,8.366
SYC,2022,11.593
SYC,2022,29.804
SYC,2022,7.006
SYC,2022,42.481
SYC,2022,0.0
SYC,2022,100.0
SYC,2023,0.767
SYC,2023,8.018
SYC,2023,11.64
SYC,2023,28.515
SYC,2023,7.169
SYC,2023,43.891
SYC,2023,0.0
SYC,2023,100.0
SYC,2024,0.782
SYC,2024,7.683
SYC,2024,11.685
SYC,2024,27.277
SYC,2024,7.326
SYC,2024,45.247
SYC,2024,0.0
SYC,2024,100.0
SYC,2025,0.797
SYC,2025,7.36
SYC,2025,11.729
SYC,2025,26.085
SYC,2025,7.477
SYC,2025,46.551
SYC,2025,0.0
SYC,2025,100.0
SYC,2026,0.808
SYC,2026,7.146
SYC,2026,11.06
SYC,2026,26.869
SYC,2026,7.484
SYC,2026,46.633
SYC,2026,0.0
SYC,2026,100.0
SYC,2027,0.818
SYC,2027,6.937
SYC,2027,10.407
SYC,2027,27.636
SYC,2027,7.491
SYC,2027,46.712
SYC,2027,0.0
SYC,2027,100.0
SYC,2028,0.828
SYC,2028,6.733
SYC,2028,9.767
SYC,2028,28.385
SYC,2028,7.497
SYC,2028,46.79
SYC,2028,0.0
SYC,2028,100.0
SYC,2029,0.838
SYC,2029,6.533
SYC,2029,9.142
SYC,2029,29.118
SYC,2029,7.503
SYC,2029,46.866
SYC,2029,0.0
SYC,2029,100.0
SYC,2030,0.848
SYC,2030,6.337
SYC,2030,8.531
SYC,2030,29.836
SYC,2030,7.509
SYC,2030,46.94
SYC,2030,0.0
SYC,2030,100.0
SYC,2031,0.848
SYC,2031,6.326
SYC,2031,8.53
SYC,2031,29.839
SYC,2031,7.512
SYC,2031,46.945
SYC,2031,0.0
SYC,2031,100.0
SYC,2032,0.849
SYC,2032,6.315
SYC,2032,8.53
