ISO3,Gini_Index,Wealth_Top10_Share,Corruption_Control,Poverty_Rate,Child_Poverty_Rate,House_Price_to_Income,Household_Debt_to_Income,Unemployment_Rate,Edu_Pub_Exp_GDP,Health_OOP_Perc,Suicide_Rate,Family_Trust_Raw,Family_Importance_Raw,One_Person_HH_Perc,Infant_Mortality_Rate,Homicide_Rate
PER,40.900000000000006,68.88,-0.7098255380988121,6.0875,,,,4.9465,4.099198669195173,25.383196355000003,2.120619,,1.1638791079812207,10.986923076923077,13.7125,7.199910594442034
PHL,39.58,61.25714285714287,-0.5342192053794863,5.859999999999999,,,,2.5005,3.673091904835835,44.06156349,,,1.0235416666666666,4.935384615384615,22.3375,4.34759149828352
PLW,,60.260714285714286,0.595277763903141,,,,,,3.5839481966241387,16.378852367500002,,,,17.1,19.375,
PNG,,59.46785714285714,-0.6735645309090612,,,,,2.7385,0.7534060635327773,9.821573255,,,,6.07,32.9,
POL,28.6,61.53214285714287,0.5549622252583504,0.2125,12.8,104.31051447629852,38.41142857142857,2.877125,4.512067317962648,17.727335215,10.26264425,2.125301204819277,1.092867756315007,21.37,3.725,0.7538193942808149
PRE,,,,,,,,5.073757464707372,3.138488687151227,50.68848188073302,,,,,47.36777214853211,
PRI,,61.74428571428571,0.0819860484916716,,,,,6.46125,4.1018563304470055,,6.050734966666667,,1.0721169823861747,16.83142857142857,,16.257077067259836
PRK,,58.58214285714285,-1.6093821972608588,,,,,2.86025,,,,,,1.68,14.35,
PRT,34.6875,59.77285714285715,0.7132784649729729,0.3625,16.4,116.88967798077944,96.61428571428571,6.4295,4.68517994880676,29.47269678,6.596331,,,17.23125,2.625,0.7525379913966442
PRY,44.05,63.596428571428575,-1.0370600968599315,2.5625,,,,6.443125,3.470651298761365,37.908327105,7.5908645,,,7.877142857142857,15.5625,7.175383875659678
PSE,36.4,63.14642857142856,-0.6809609532356264,2.1,,,,25.28125,5.43442010879517,34.7223243675,,,1.048048048048048,3.945555555555556,13.475,0.5636981117952865
PSS,,,,,,,,3.2018773561527407,,9.781552769045325,,,,,19.135820097633363,
PST,,,,,,,,4.928621215034981,5.089007556438448,12.494487016186191,,,,,4.087327936231031,
PYF,,60.25142857142859,,,,,,12.03175,,,,,,13.18,,
QAT,,68.46714285714286,0.743986003100872,,,,,0.1325,3.2336699962616,6.9806128725,1.7464401500000002,,1.0122641509433965,6.98,4.987500000000001,0.2215160376182149
REU,,,,,,,,,,,,,,26.3,,
ROU,31.5375,58.21857142857142,0.0043732835911214,1.275,,96.62147876226388,,5.526125,3.363240003585815,20.702997685,6.726349666666667,,1.1150226559776926,20.2975,5.3875,1.2161932696359177
RUS,33.575,71.41071428571429,-1.0287476927042016,0.1125,18.5,110.45116962395362,,3.800875,4.097184358091082,27.2571129775,,2.7413318657127133,1.1853981869577932,24.075,3.8875,7.0366260279468005
RWA,39.4,65.87714285714286,0.613786555826664,38.6,,,,13.3975,4.761946022435383,9.9567043775,,,1.2374504623513871,7.324285714285715,30.775,3.61247427164444
SAS,,,,6.0375,,,,5.110938249080122,2.6654634340833727,48.61268262488317,,,,,31.200000000000003,2.7875
SAU,,66.50785714285715,0.4229260962456461,,,,,5.186375,5.11466979980469,10.567558765,1.6822744857142855,,1.0546666666666666,,5.075,
SDN,,58.96357142857144,-1.441326677799225,,,,,9.5155,,53.16485119,,,,2.49,40.225,
SEN,36.2,59.90642857142857,0.0299994493252597,17.9,,,,2.968875,5.990643890485972,46.52632427499999,,,,5.304,31.275,
SGP,,60.79071428571429,2.075984776020048,,,,,3.71225,2.385322540998459,24.59656954,7.21424165,,1.0784492173279945,12.166666666666666,1.775,0.1012857818029562
SHN,,,,,,,,,,,,,,26.03,,
SLB,,60.25285714285714,-0.1254955930635332,,,,,1.31675,8.51557413057921,3.62456286,,,,,16.925,
SLE,,59.330000000000005,-0.5337062887847422,,,,,3.25325,3.9089564348380983,52.265814785,,,,4.845555555555555,57.837500000000006,2.22431228940123
SLV,39.39999999999999,59.85642857142858,-0.5827072635293005,4.842857142857143,,,,3.412625,3.304997503757475,30.28697157,,,1.041566746602718,8.276666666666667,9.475,13.662019187471545
SMR,,57.19500000000001,1.261388778686524,,,,,,3.0821500420570374,11.2456519625,,,,,1.4249999999999998,
SOM,,61.02071428571429,-1.7501536607742323,,,,,19.117375000000003,7.48470234032625e-06,43.8445730175,,,,1.18,74.5625,
SPM,,,,,,,,,,,,,,30.95,,
SRB,33.425,57.85499999999999,-0.4515641033649447,1.925,,,,8.6005,3.2751971312931603,36.21620846,7.414779325,,1.091293322062553,19.566666666666663,4.5375,1.2222241137407788
SSA,,,,,,,,6.531414969580688,3.25334580392565,30.925003688572595,,,,,46.51368955952027,
SSD,,61.32857142857142,-1.9204584062099488,,,,,12.91825,,34.875389097500005,,,,4.07,72.6,
SSF,,,,46.475,,,,6.217253056630371,3.267427846666505,31.209344987950683,,,,,45.55,12.4125
SST,,,,,,,,8.072350777070401,4.817694705308582,24.79584457356497,,,,,22.76604083621593,
STP,,60.44857142857143,0.3004096178337934,,,,,9.19425,5.134054343838976,11.8618042475,,,,14.962,9.7625,
SUR,39.2,63.595,-0.4133256673812867,2.2,,,,8.011875,3.381244663943844,22.70698166,,,,13.656666666666666,15.624999999999998,6.895868860585641
SVK,23.9625,47.49214285714285,0.2778616119176147,0.5,16.7,106.42038309186844,,6.157375,4.686734914779662,19.17015791,5.179792775,1.2548596112311017,1.123367198838897,20.89333333333333,5.0375,1.0243131821242728
SVN,24.4625,55.49357142857144,0.7639410123229027,0.0,,109.1046324914491,,4.043125,5.3429951667785645,12.73663103375,12.836475375,,1.155907036797934,25.606,1.85,0.5555111334358347
SWE,29.887500000000003,67.87,2.0536305010318747,0.8625,8.9,98.5340089635383,175.02714285714288,7.780125,7.548442482948305,12.760852695,10.259622875,,1.1154210028382214,,2.025,1.135214554984341
SWZ,,72.1442857142857,-0.6728020198643212,,,,,34.769875,5.221919865290063,10.7164897925,,,,19.522,44.5125,12.5145709802017
SXM,,61.74,,,,,,,4.040493912372437,,,,,29.18,,
SYC,,62.650000000000006,1.612721011042595,,,,,,4.273262300194688,23.1799173375,6.436236600000001,,,15.33,13.2625,6.870177174745905
SYR,26.6,67.09857142857142,-1.7609261572360988,16.5,,,,13.669,,46.8803625075,,,,2.38,19.3875,
TCA,,61.73571428571428,,,,,,,2.9579657956454213,,,,,33.59,4.0875,58.86061918810668
TCD,37.4,60.05785714285714,-1.4785548448562635,39.5,,,,1.217875,2.9546183333411173,63.89817047,,,,7.95,60.1125,
TEA,,,,,,,,4.121818906903985,2.842520520646708,33.81238876914915,,,,,12.3929982260182,
TEC,,,,,,,,5.760971839434555,4.009843710984933,27.440537333835103,,,,,9.211457407795908,
TGO,37.9,60.832142857142856,-0.6466135084629061,34.4,,,,2.035,4.05497520881937,64.92925453,,,,13.93888888888889,36.8125,
THA,34.0625,64.37214285714286,-0.4779718108475209,0.0125,,,,0.8907499999999999,2.680486905409759,9.50259256,8.7532522,,1.1362236436863302,10.847777777777775,8.2375,
TJK,37.62857142857143,58.29071428571429,-1.3853809535503387,8.014285714285714,,,,11.76325,5.2576974156565,65.86337470999999,2.1426437750000003,,1.0425,2.555,23.025,0.892370798940089
TKL,,,,,,,,,,,,,,8.13,,
TKM,,60.693571428571424,-1.4303687810897825,,,,,4.19675,3.202919989824296,78.0698642725,,,,4.739999999999999,31.825000000000003,
TLA,,,,,,,,7.341170806671503,3.82311681481912,29.2576237857406,,,,,13.853894154780804,
TLS,,58.21285714285717,-0.2311022151261569,,,,,1.7855,4.598146839443788,5.88269377,,,,5.613333333333333,36.775,
TMN,,,,,,,,9.14165002163024,3.4169268137644457,46.4129148165198,,,,,35.164794850674184,
TON,27.1,60.24857142857145,-0.3559209778904917,0.4,,,,2.3077500000000004,5.207926261706957,3.4546989224999995,,,,6.94,8.1875,
TSA,,,,,,,,5.110938249080123,2.6654634340833727,48.61268262488318,,,,,25.122757224462426,
TSS,,,,,,,,6.217253056630373,3.267427846666505,31.209344987950686,,,,,45.5583958217777,
TTO,,63.59357142857144,-0.3394189309328795,,,,,4.28225,3.081652432680128,47.8488941175,7.9360337,,1.0645968953430145,16.387777777777778,17.5875,34.48516742274545
TUN,33.7,63.33642857142857,-0.2931095743551851,0.7,,,,15.661375,6.811356935589931,33.7354936625,,,1.0278123702781237,5.65,11.425,4.69348024650292
TUR,44.1,63.32285714285714,-0.4645228497684001,0.75,22.4,,,10.449875,3.4407850503921527,17.91467428,4.6230893375,,1.0560875512995895,8.354999999999999,8.6875,2.8927391808389964
TUV,,60.24928571428572,0.6295883506536486,,,,,,13.621366396515436,0.373791225,,,,6.92,17.6,
TWN,,60.92928571428572,,,,,,,,,,,1.1213548676536564,,,
TZA,,62.03999999999999,-0.3487146981060506,,,,,2.63825,3.232093109138776,27.990143775,,,1.0901060070671378,9.424166666666666,30.9875,3.74921291744897
UGA,,62.872142857142855,-1.048391088843344,,,,,3.021625,2.582564619926595,31.3693213425,,,1.1217564870259482,12.000833333333333,28.4875,8.994824234752315
UKR,25.6,57.18857142857144,-0.7040543258190154,0.0,,,,9.6545,5.26121497154236,46.576904295,,,1.138456846599573,21.6975,7.9125,3.788498256372735
UMC,,,,2.5,,,,5.990346603217601,3.750866264104842,31.778604029881887,,,,,11.6125,5.675000000000001
URY,40.725,76.10142857142857,1.5584280639886838,0.2125,,,,8.614374999999999,4.657905101776123,16.302196265,20.268204250000004,,1.1133917396745932,17.7075,5.625,10.826527904632806
USA,41.2875,72.16571428571429,1.094891175627711,1.025,20.9,105.83765845369145,93.37428571428572,4.407,5.40785002708435,10.770798445,12.99489825,,1.089431818181818,24.006,5.5,6.151669785159197
UZB,33.32857142857143,59.20785714285714,-0.8311021625995635,4.228571428571429,,,,4.6846250000000005,5.117134636096356,61.00553608,5.4599759125,,1.0523636363636364,4.4366666666666665,13.1125,1.36782468568095
VCT,,61.74357142857143,0.7543608173727988,,,,,19.263375000000003,6.492620068327786,27.084907055,0.16699721,,,,10.3,43.82412098798204
VEN,,63.6,-1.6577177643775936,,,,,5.990125000000001,0.0031300000846386,26.69594622,,,1.075229869044302,7.228,21.5,18.51194362911248
VGB,,61.73285714285716,,,,,,,2.9236679557979004,,,,,,11.925,
VIR,,,-0.0113512389798415,,,,,13.09475,,,,,,,,
VNM,36.333333333333336,59.13214285714287,-0.3650558032095433,1.5,,,,1.76425,2.984119419255848,40.490164755,,,1.1397616468039002,5.668333333333333,14.225,
VUT,,60.25214285714286,-0.0406907210126518,,,,,4.92825,8.00199516746881,7.69156158,,,,3.01,14.375,0.3346065111081
WLD,,,,10.775,,,,5.357358679603644,3.7910822345981536,16.94894097067651,,,,,27.625,5.275
WSM,,60.25285714285715,0.6651870608329773,,,,,5.506375,5.80969373765448,11.7413918975,,,,4.29,13.075,
XKX,45.85,,-0.25915652140975,15.45,,,,,,,,,,,8.6625,2.00377630453294
YEM,,70.6457142857143,-1.6669170409440988,,,,,17.416249999999998,,70.6068649275,,,1.0442655935613685,2.3633333333333333,35.5375,
ZAF,,86.88357142857144,-0.2365644746460019,,55.0,99.22529578157456,,32.269,6.191462457180025,6.61450708,0.3561868,1.4722222222222223,1.0774364056821937,20.836666666666662,24.5375,40.340265042849055
ZMB,51.5,69.6307142857143,-0.5512887760996817,71.7,,,,5.85525,3.833756852642574,8.6433717025,,,1.101410342511753,6.640909090909091,31.9875,
ZWE,,63.57142857142858,-1.2688422799110386,,,,,9.171375,0.384771297211919,9.24066353,,,1.03606998654105,12.02888888888889,41.9125,6.189123394893414
